"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"query_1",TRUE,0.000586943866404846,379,398,23,0.0577889447236181,0.0606860158311346,"GO:0050727","GO:BP","regulation of inflammatory response",22903,12367
"query_1",TRUE,0.000726785322517097,6066,398,151,0.379396984924623,0.0248928453676228,"GO:0032502","GO:BP","developmental process",22903,7117
"query_1",TRUE,0.000869476631550271,301,398,20,0.050251256281407,0.0664451827242525,"GO:0030198","GO:BP","extracellular matrix organization",22903,6272
"query_1",TRUE,0.000899040426752766,128,398,13,0.0326633165829146,0.1015625,"GO:0007200","GO:BP","phospholipase C-activating G protein-coupled receptor signaling pathway",22903,2623
"query_1",TRUE,0.000916508308237949,302,398,20,0.050251256281407,0.0662251655629139,"GO:0043062","GO:BP","extracellular structure organization",22903,9846
"query_1",TRUE,0.000925840814349374,1845,398,62,0.155778894472362,0.0336043360433604,"GO:0008283","GO:BP","cell population proliferation",22903,3010
"query_1",TRUE,0.000942155040375141,930,398,39,0.0979899497487437,0.0419354838709677,"GO:0034097","GO:BP","response to cytokine",22903,7846
"query_1",TRUE,0.000965858176776421,303,398,20,0.050251256281407,0.066006600660066,"GO:0045229","GO:BP","external encapsulating structure organization",22903,10571
"query_1",TRUE,0.00124094635982139,1053,398,42,0.105527638190955,0.0398860398860399,"GO:0032101","GO:BP","regulation of response to external stimulus",22903,6887
"query_1",TRUE,0.00131579163724039,1249,398,47,0.118090452261307,0.0376301040832666,"GO:0051094","GO:BP","positive regulation of developmental process",22903,12612
"query_1",TRUE,0.00133300096245989,943,398,39,0.0979899497487437,0.0413573700954401,"GO:1901652","GO:BP","response to peptide",22903,20209
"query_1",TRUE,0.00186206484432366,159,398,14,0.0351758793969849,0.0880503144654088,"GO:0007189","GO:BP","adenylate cyclase-activating G protein-coupled receptor signaling pathway",22903,2612
"query_1",TRUE,0.00189912717873411,288,398,19,0.0477386934673367,0.0659722222222222,"GO:1901342","GO:BP","regulation of vasculature development",22903,20013
"query_1",TRUE,0.00193430185392577,703,398,32,0.0804020100502513,0.0455192034139403,"GO:0070848","GO:BP","response to growth factor",22903,15214
"query_1",TRUE,0.00204340826680847,235,398,17,0.042713567839196,0.0723404255319149,"GO:0007596","GO:BP","blood coagulation",22903,2915
"query_1",TRUE,0.00243652654640348,238,398,17,0.042713567839196,0.0714285714285714,"GO:0050817","GO:BP","coagulation",22903,12417
"query_1",TRUE,0.00247398907209052,676,398,31,0.0778894472361809,0.0458579881656805,"GO:0071363","GO:BP","cellular response to growth factor stimulus",22903,15479
"query_1",TRUE,0.00253796383269795,574,398,28,0.0703517587939698,0.0487804878048781,"GO:0040017","GO:BP","positive regulation of locomotion",22903,9271
"query_1",TRUE,0.002652505580387,2565,398,77,0.193467336683417,0.0300194931773879,"GO:0009653","GO:BP","anatomical structure morphogenesis",22903,3414
"query_1",TRUE,0.00306698101559343,242,398,17,0.042713567839196,0.0702479338842975,"GO:0007599","GO:BP","hemostasis",22903,2918
"query_1",TRUE,0.00321574051497458,2806,398,82,0.206030150753769,0.0292230933713471,"GO:0048513","GO:BP","animal organ development",22903,11949
"query_1",TRUE,0.00343453232731085,244,398,17,0.042713567839196,0.069672131147541,"GO:0003015","GO:BP","heart process",22903,1417
"query_1",TRUE,0.00362302555273431,421,398,23,0.0577889447236181,0.0546318289786223,"GO:0042391","GO:BP","regulation of membrane potential",22903,9490
"query_1",TRUE,0.00392566983292865,423,398,23,0.0577889447236181,0.0543735224586288,"GO:0042060","GO:BP","wound healing",22903,9312
"query_1",TRUE,0.00466667805735583,842,398,35,0.0879396984924623,0.0415676959619952,"GO:0071345","GO:BP","cellular response to cytokine stimulus",22903,15461
"query_1",TRUE,0.00477765791328187,559,398,27,0.0678391959798995,0.0483005366726297,"GO:2000147","GO:BP","positive regulation of cell motility",22903,23636
"query_1",TRUE,0.00553801650631429,2299,398,70,0.175879396984925,0.0304480208786429,"GO:0050793","GO:BP","regulation of developmental process",22903,12400
"query_1",TRUE,0.00562641322715462,281,398,18,0.0452261306532663,0.0640569395017794,"GO:0045765","GO:BP","regulation of angiogenesis",22903,10829
"query_1",TRUE,0.00727222644825636,1329,398,47,0.118090452261307,0.0353649360421369,"GO:2000026","GO:BP","regulation of multicellular organismal development",22903,23538
"query_1",TRUE,0.00732953532670734,2228,398,68,0.170854271356784,0.0305206463195691,"GO:0048584","GO:BP","positive regulation of response to stimulus",22903,12006
"query_1",TRUE,0.00733847254289721,258,398,17,0.042713567839196,0.0658914728682171,"GO:0003007","GO:BP","heart morphogenesis",22903,1409
"query_1",TRUE,0.00759968929023951,440,398,23,0.0577889447236181,0.0522727272727273,"GO:0006935","GO:BP","chemotaxis",22903,2443
"query_1",TRUE,0.00759968929023951,440,398,23,0.0577889447236181,0.0522727272727273,"GO:0042330","GO:BP","taxis",22903,9447
"query_1",TRUE,0.00778456622462741,1581,398,53,0.133165829145729,0.0335230866540164,"GO:0042592","GO:BP","homeostatic process",22903,9598
"query_1",TRUE,0.00940990324590128,235,398,16,0.0402010050251256,0.0680851063829787,"GO:0060047","GO:BP","heart contraction",22903,13333
"query_1",TRUE,0.00958827431182057,134,398,12,0.0301507537688442,0.0895522388059701,"GO:0002040","GO:BP","sprouting angiogenesis",22903,623
"query_1",TRUE,0.0117935950242408,5821,398,141,0.35427135678392,0.0242226421577049,"GO:0048518","GO:BP","positive regulation of biological process",22903,11952
"query_1",TRUE,0.0121247371676031,3761,398,100,0.251256281407035,0.0265886732252061,"GO:0006950","GO:BP","response to stress",22903,2451
"query_1",TRUE,0.0122893973554924,40,398,7,0.0175879396984925,0.175,"GO:0085029","GO:BP","extracellular matrix assembly",22903,16689
"query_1",TRUE,0.01235378852747,880,398,35,0.0879396984924623,0.0397727272727273,"GO:1901698","GO:BP","response to nitrogen compound",22903,20235
"query_1",TRUE,0.0135782761543811,846,398,34,0.085427135678392,0.0401891252955083,"GO:0051093","GO:BP","negative regulation of developmental process",22903,12611
"query_1",TRUE,0.0144930555219315,57,398,8,0.0201005025125628,0.140350877192982,"GO:0006956","GO:BP","complement activation",22903,2456
"query_1",TRUE,0.0152402276861233,813,398,33,0.0829145728643216,0.040590405904059,"GO:0045597","GO:BP","positive regulation of cell differentiation",22903,10679
"query_1",TRUE,0.015302483609832,190,398,14,0.0351758793969849,0.0736842105263158,"GO:0030324","GO:BP","lung development",22903,6333
"query_1",TRUE,0.0171809985835209,3840,398,101,0.253768844221106,0.0263020833333333,"GO:0048583","GO:BP","regulation of response to stimulus",22903,12005
"query_1",TRUE,0.0178107494577058,119,398,11,0.0276381909547739,0.092436974789916,"GO:0043534","GO:BP","blood vessel endothelial cell migration",22903,10075
"query_1",TRUE,0.0180362116346378,934,398,36,0.0904522613065327,0.0385438972162741,"GO:0098657","GO:BP","import into cell",22903,17578
"query_1",TRUE,0.0187923740622339,143,398,12,0.0301507537688442,0.0839160839160839,"GO:0035296","GO:BP","regulation of tube diameter",22903,8375
"query_1",TRUE,0.0187923740622339,143,398,12,0.0301507537688442,0.0839160839160839,"GO:0097746","GO:BP","blood vessel diameter maintenance",22903,17525
"query_1",TRUE,0.019441811514947,194,398,14,0.0351758793969849,0.0721649484536082,"GO:0030323","GO:BP","respiratory tube development",22903,6332
"query_1",TRUE,0.0201845193327642,144,398,12,0.0301507537688442,0.0833333333333333,"GO:0035150","GO:BP","regulation of tube size",22903,8271
"query_1",TRUE,0.0218884158314852,170,398,13,0.0326633165829146,0.0764705882352941,"GO:0048771","GO:BP","tissue remodeling",22903,12170
"query_1",TRUE,0.0223559070623476,538,398,25,0.0628140703517588,0.0464684014869888,"GO:0030335","GO:BP","positive regulation of cell migration",22903,6340
"query_1",TRUE,0.0269209456508208,227,398,15,0.0376884422110553,0.066079295154185,"GO:0006959","GO:BP","humoral immune response",22903,2459
"query_1",TRUE,0.0277873239571253,256,398,16,0.0402010050251256,0.0625,"GO:0001894","GO:BP","tissue homeostasis",22903,506
"query_1",TRUE,0.0277873239571253,256,398,16,0.0402010050251256,0.0625,"GO:0060249","GO:BP","anatomical structure homeostasis",22903,13481
"query_1",TRUE,0.0328234183177295,844,398,33,0.0829145728643216,0.0390995260663507,"GO:0008284","GO:BP","positive regulation of cell population proliferation",22903,3011
"query_1",TRUE,0.0373185792366096,2709,398,76,0.190954773869347,0.0280546327057955,"GO:0002376","GO:BP","immune system process",22903,867
"query_1",TRUE,0.042894661895061,181,398,13,0.0326633165829146,0.0718232044198895,"GO:0070374","GO:BP","positive regulation of ERK1 and ERK2 cascade",22903,14978
"query_1",TRUE,0.04465001767949,857,398,33,0.0829145728643216,0.0385064177362894,"GO:0009725","GO:BP","response to hormone",22903,3463
"query_1",TRUE,0.0460036251821292,20,398,5,0.0125628140703518,0.25,"GO:0010744","GO:BP","positive regulation of macrophage derived foam cell differentiation",22903,4166
"query_1",TRUE,0.00673598204751649,295,398,16,0.0402010050251256,0.0542372881355932,"KEGG:04080","KEGG","Neuroactive ligand-receptor interaction",22903,270
"query_1",TRUE,0.0238550467876246,145,398,10,0.0251256281407035,0.0689655172413793,"KEGG:04261","KEGG","Adrenergic signaling in cardiomyocytes",22903,306
"query_1",TRUE,0.0238550467876246,145,398,10,0.0251256281407035,0.0689655172413793,"KEGG:04145","KEGG","Phagosome",22903,290
"query_1",TRUE,0.0299993878522279,238,398,13,0.0326633165829146,0.0546218487394958,"KEGG:04020","KEGG","Calcium signaling pathway",22903,257
"query_1",TRUE,0.0300911810761427,97,398,8,0.0201005025125628,0.0824742268041237,"KEGG:04061","KEGG","Viral protein interaction with cytokine and cytokine receptor",22903,261
"query_1",TRUE,0.0370618123990185,182,398,11,0.0276381909547739,0.0604395604395604,"KEGG:04082","KEGG","Neuroactive ligand signaling",22903,272
"query_1",TRUE,0.0370618123990185,182,398,11,0.0276381909547739,0.0604395604395604,"KEGG:04081","KEGG","Hormone signaling",22903,271
"query_1",TRUE,0.0446773306383408,129,398,9,0.0226130653266332,0.0697674418604651,"KEGG:04270","KEGG","Vascular smooth muscle contraction",22903,307
