"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"query_1",TRUE,0.00125197879438611,126,1949,29,0.0148794253463315,0.23015873015873,"GO:0007586","GO:BP","digestion",22903,2908
"query_1",TRUE,0.00149196622282654,127,1949,29,0.0148794253463315,0.228346456692913,"GO:0019730","GO:BP","antimicrobial humoral response",22903,5618
"query_1",TRUE,0.00177022130266641,23,1949,11,0.00564391995895331,0.478260869565217,"GO:0018149","GO:BP","peptide cross-linking",22903,5081
"query_1",TRUE,0.0024263880174581,6066,1949,606,0.310928681375064,0.0999010880316518,"GO:0032502","GO:BP","developmental process",22903,7117
"query_1",TRUE,0.00246637756586809,188,1949,37,0.0189840944073884,0.196808510638298,"GO:0060173","GO:BP","limb development",22903,13429
"query_1",TRUE,0.00246637756586809,188,1949,37,0.0189840944073884,0.196808510638298,"GO:0048736","GO:BP","appendage development",22903,12143
"query_1",TRUE,0.00277072768646995,33,1949,13,0.00667008722421755,0.393939393939394,"GO:0009954","GO:BP","proximal/distal pattern formation",22903,3631
"query_1",TRUE,0.0038793291373131,598,1949,85,0.0436121087737301,0.142140468227425,"GO:0048598","GO:BP","embryonic morphogenesis",22903,12016
"query_1",TRUE,0.00497140649375057,25,1949,11,0.00564391995895331,0.44,"GO:0051315","GO:BP","attachment of mitotic spindle microtubules to kinetochore",22903,12741
"query_1",TRUE,0.00880983812979709,2565,1949,280,0.143663417136993,0.10916179337232,"GO:0009653","GO:BP","anatomical structure morphogenesis",22903,3414
"query_1",TRUE,0.00905617863103697,440,1949,66,0.0338635197537199,0.15,"GO:0007389","GO:BP","pattern specification process",22903,2753
"query_1",TRUE,0.0105527089668989,223,1949,40,0.0205233453052848,0.179372197309417,"GO:0048705","GO:BP","skeletal system morphogenesis",22903,12112
"query_1",TRUE,0.0143388743557431,376,1949,58,0.0297588506926629,0.154255319148936,"GO:0030900","GO:BP","forebrain development",22903,6509
"query_1",TRUE,0.0151912273223287,1760,1949,201,0.103129810159056,0.114204545454545,"GO:0003008","GO:BP","system process",22903,1410
"query_1",TRUE,0.0171777700707437,67,1949,18,0.00923550538737814,0.26865671641791,"GO:0021536","GO:BP","diencephalon development",22903,5712
"query_1",TRUE,0.0188385730166866,28,1949,11,0.00564391995895331,0.392857142857143,"GO:0048665","GO:BP","neuron fate specification",22903,12074
"query_1",TRUE,0.0191775498204314,397,1949,60,0.0307850179579271,0.151133501259446,"GO:0003002","GO:BP","regionalization",22903,1407
"query_1",TRUE,0.0210622739397039,15,1949,8,0.00410466906105695,0.533333333333333,"GO:0044771","GO:BP","meiotic cell cycle phase transition",22903,10396
"query_1",TRUE,0.0260856993641059,24,1949,10,0.00513083632632119,0.416666666666667,"GO:0090231","GO:BP","regulation of spindle checkpoint",22903,16924
"query_1",TRUE,0.0270087639315232,82,1949,20,0.0102616726526424,0.24390243902439,"GO:0001523","GO:BP","retinoid metabolic process",22903,317
"query_1",TRUE,0.035943292456044,12,1949,7,0.00359158542842483,0.583333333333333,"GO:0009812","GO:BP","flavonoid metabolic process",22903,3535
"query_1",TRUE,0.0384048873603631,514,1949,72,0.0369420215495126,0.140077821011673,"GO:0001501","GO:BP","skeletal system development",22903,306
"query_1",TRUE,0.0476799893252641,85,1949,20,0.0102616726526424,0.235294117647059,"GO:0016101","GO:BP","diterpenoid metabolic process",22903,4875
"query_1",TRUE,1.14463749773989e-26,187,1949,71,0.0364289379168804,0.379679144385027,"KEGG:04382","KEGG","Cornified envelope formation",22903,319
"query_1",TRUE,2.98588884415366e-06,29,1949,14,0.00718317085684967,0.482758620689655,"KEGG:00053","KEGG","Ascorbate and aldarate metabolism",22903,8
"query_1",TRUE,4.16616605588015e-06,385,1949,66,0.0338635197537199,0.171428571428571,"KEGG:04519","KEGG","Cadherin signaling",22903,328
"query_1",TRUE,4.32595042465928e-06,34,1949,15,0.00769625448948179,0.441176470588235,"KEGG:00040","KEGG","Pentose and glucuronate interconversions",22903,5
"query_1",TRUE,0.000169048953200806,43,1949,15,0.00769625448948179,0.348837209302326,"KEGG:00860","KEGG","Porphyrin metabolism",22903,130
"query_1",TRUE,0.000263757990364628,295,1949,50,0.025654181631606,0.169491525423729,"KEGG:04080","KEGG","Neuroactive ligand-receptor interaction",22903,270
"query_1",TRUE,0.000367526779782625,157,1949,32,0.0164186762442278,0.203821656050955,"KEGG:04110","KEGG","Cell cycle",22903,273
"query_1",TRUE,0.000529951901003855,58,1949,17,0.00872242175474602,0.293103448275862,"KEGG:00140","KEGG","Steroid hormone biosynthesis",22903,18
"query_1",TRUE,0.000534075391779543,64,1949,18,0.00923550538737814,0.28125,"KEGG:00830","KEGG","Retinol metabolism",22903,129
"query_1",TRUE,0.000653204939892952,71,1949,19,0.00974858902001026,0.267605633802817,"KEGG:00980","KEGG","Metabolism of xenobiotics by cytochrome P450",22903,157
"query_1",TRUE,0.00330878518517104,36,1949,12,0.00615700359158543,0.333333333333333,"KEGG:05033","KEGG","Nicotine addiction",22903,437
"query_1",TRUE,0.00350266894596879,66,1949,17,0.00872242175474602,0.257575757575758,"KEGG:00982","KEGG","Drug metabolism - cytochrome P450",22903,159
"query_1",TRUE,0.0050078476237143,81,1949,19,0.00974858902001026,0.234567901234568,"KEGG:04976","KEGG","Bile secretion",22903,421
"query_1",TRUE,0.0450873484210874,182,1949,30,0.0153925089789636,0.164835164835165,"KEGG:04082","KEGG","Neuroactive ligand signaling",22903,272
